월,계정,상품명,옵션명,매출,주문,판매량,원가합계
2026-07,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 1개, L",74400,6,6,20400
2026-07,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 1개, S",74400,6,6,20400
2026-07,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 2개, S",79200,4,4,27200
2026-07,올투게더나우,물리치료사가 판매하는 올투게더나우 손목보호대,"물리치료사가 판매하는 올투게더나우 손목보호대, 왼손 L, 1개",9800,1,1,0
2026-07,올투게더나우,물리치료사가 판매하는 올투게더나우 실리콘 손목 보호대,"물리치료사가 판매하는 올투게더나우 실리콘 손목 보호대, 1개",29600,4,4,9600
2026-07,올투게더나우,물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대,"물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대, 블랙, 1개",69600,4,4,11200
2026-07,올투게더나우,물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대,"물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대, 블루, 1개",42200,2,3,8400
2026-07,올투게더나우,보호대연구소 쫀쫀 손목 보호대 아대 2p,"보호대연구소 쫀쫀 손목 보호대 아대 2p, 블랙, 1세트, free",21900,1,1,1200
2026-07,올투게더나우,올투게더나우 4세대 영자 무릎보호대 아대,"올투게더나우 4세대 영자 무릎보호대 아대, L, 1개",119200,6,8,16000
2026-07,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 1개, L",79500,4,5,13500
2026-07,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 1개, M",143100,8,9,24300
2026-07,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 1개, XL",79500,5,5,13500
2026-07,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 2개, L",134500,5,5,27000
2026-07,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 2개, M",376600,14,14,75600
2026-07,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 2개, XL",134500,5,5,27000
2026-07,올투게더나우,올투게더나우 가벼운 허리보호대 복대,"올투게더나우 가벼운 허리보호대 복대, M, 1개",33960,2,2,0
2026-07,올투게더나우,올투게더나우 강력 압박 스트랩 손목 보호대 아대,"올투게더나우 강력 압박 스트랩 손목 보호대 아대, FREE, 2p",37800,1,2,10800
2026-07,올투게더나우,올투게더나우 관절 압박 손목 보호대 아대 블랙,"올투게더나우 관절 압박 손목 보호대 아대 블랙, 2개",56700,3,3,16200
2026-07,올투게더나우,올투게더나우 관절 압박 손목보호대 아대 핑크,"올투게더나우 관절 압박 손목보호대 아대 핑크, 2개",132300,6,7,37800
2026-07,올투게더나우,올투게더나우 다이얼 압박 무릎 보호대 아대,"올투게더나우 다이얼 압박 무릎 보호대 아대, 1개, L(무릎둘레 44~48)",29800,1,1,0
2026-07,올투게더나우,올투게더나우 다이얼 압박 무릎 보호대 아대,"올투게더나우 다이얼 압박 무릎 보호대 아대, 2개, L(무릎둘레 44~48)",54900,1,1,0
2026-07,올투게더나우,올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙,"올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙, L, 2개",398400,15,16,64000
2026-07,올투게더나우,올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙,"올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙, M, 1개",119200,8,8,16000
2026-07,올투게더나우,올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙,"올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙, XL, 2개",124500,5,5,20000
2026-07,올투게더나우,올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 화이트,"올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 화이트, 2개, XL",24900,1,1,4000
2026-07,올투게더나우,올투게더나우 목 보호대 밴드,"올투게더나우 목 보호대 밴드, 1개, L",12900,1,1,3300
2026-07,올투게더나우,올투게더나우 목 보호대 밴드,"올투게더나우 목 보호대 밴드, 1개, M",25800,2,2,6600
2026-07,올투게더나우,올투게더나우 바른요 허리보호대 복대 마사지볼 세트,"올투게더나우 바른요 허리보호대 복대 마사지볼 세트, L, 1개",28900,1,1,7500
2026-07,올투게더나우,올투게더나우 바른요 허리보호대 복대 마사지볼 세트,"올투게더나우 바른요 허리보호대 복대 마사지볼 세트, M, 1개",28900,1,1,7500
2026-07,올투게더나우,올투게더나우 바른요 허리보호대 복대 마사지볼 세트,"올투게더나우 바른요 허리보호대 복대 마사지볼 세트, XL, 1개",115600,4,4,30000
2026-07,올투게더나우,올투게더나우 손목보호대 아대 2p,"올투게더나우 손목보호대 아대 2p, 1쌍 + 마사지볼, 1세트",59850,5,5,14500
2026-07,올투게더나우,올투게더나우 아치패드 깔창 2p 1set,"올투게더나우 아치패드 깔창 2p 1set, 1세트, 블랙",19600,2,2,4200
2026-07,올투게더나우,올투게더나우 아치패드 깔창 2p 1set,"올투게더나우 아치패드 깔창 2p 1set, 2세트, 블랙",29800,2,2,8400
2026-07,올투게더나우,올투게더나우 아치패드 깔창 2p 1set,"올투게더나우 아치패드 깔창 2p 1set, 베이지, 1세트, FREE",39200,4,4,8400
2026-07,올투게더나우,올투게더나우 아치패드 깔창 2p 1set,"올투게더나우 아치패드 깔창 2p 1set, 베이지, 2세트",44700,3,3,12600
2026-07,올투게더나우,올투게더나우 얇은 허리 보호대,"올투게더나우 얇은 허리 보호대, M, 1개",56400,3,3,15000
2026-07,올투게더나우,올투게더나우 어깨보호대,"올투게더나우 어깨보호대, 좌우겸용, 1개, FREE",53700,3,3,13500
2026-07,올투게더나우,올투게더나우 엄지 발가락 보호대,"올투게더나우 엄지 발가락 보호대, 1개, 양쪽",119200,8,8,16000
2026-07,올투게더나우,올투게더나우 엄지 발가락 보호대,"올투게더나우 엄지 발가락 보호대, 1개, 우측",217800,21,22,44000
2026-07,올투게더나우,올투게더나우 엄지 발가락 보호대,"올투게더나우 엄지 발가락 보호대, 1개, 좌측",168300,16,17,34000
2026-07,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 양쪽, L, 1개",279000,6,10,37000
2026-07,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 양쪽, M, 1개",139500,5,5,18500
2026-07,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 양쪽, S, 1개",83700,3,3,11100
2026-07,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 오른쪽, M, 1개",29800,1,2,7400
2026-07,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 오른쪽, S, 1개",14900,1,1,3700
2026-07,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 왼쪽, L, 1개",29800,2,2,7400
2026-07,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 왼쪽, S, 1개",14900,1,1,3700
2026-07,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 아이보리, 양쪽, S, 1개",55800,2,2,7400
2026-07,올투게더나우,올투게더나우 올바른 허리보호대 허리 복대,"올투게더나우 올바른 허리보호대 허리 복대, L, 1개",21900,1,1,8100
2026-07,올투게더나우,올투게더나우 올바른 허리보호대 허리 복대,"올투게더나우 올바른 허리보호대 허리 복대, M, 1개",87600,4,4,32400
2026-07,올투게더나우,올투게더나우 올바른 허리보호대 허리 복대,"올투게더나우 올바른 허리보호대 허리 복대, S, 1개",65700,3,3,24300
2026-07,올투게더나우,올투게더나우 올바른 허리보호대 허리 복대,"올투게더나우 올바른 허리보호대 허리 복대, XL, 1개",43800,2,2,16200
2026-07,올투게더나우,올투게더나우 원와이어 허리보호대,"올투게더나우 원와이어 허리보호대, L, 1개",89700,3,3,24000
2026-07,올투게더나우,올투게더나우 원와이어 허리보호대,"올투게더나우 원와이어 허리보호대, M, 1개",119600,4,4,32000
2026-07,올투게더나우,올투게더나우 원와이어 허리보호대,"올투게더나우 원와이어 허리보호대, S, 1개",29900,1,1,8000
2026-07,올투게더나우,올투게더나우 원와이어 허리보호대,"올투게더나우 원와이어 허리보호대, XL, 1개",59800,2,2,16000
2026-07,올투게더나우,올투게더나우 자세펴 바른 자세 어깨 밴드,"올투게더나우 자세펴 바른 자세 어깨 밴드, 1개, L",44700,3,3,8100
2026-07,올투게더나우,올투게더나우 자세펴 바른 자세 어깨 밴드,"올투게더나우 자세펴 바른 자세 어깨 밴드, 1개, M",14900,1,1,2700
2026-07,올투게더나우,올투게더나우 쫀쫀 손목 보호대 아대 2p,"올투게더나우 쫀쫀 손목 보호대 아대 2p, 그레이, 2개, 24X5.5cm",18900,1,1,2400
2026-07,올투게더나우,올투게더나우 쫀쫀 손목 보호대 아대 2p,"올투게더나우 쫀쫀 손목 보호대 아대 2p, 핑크, 2개, 24x5.5cm",18900,1,1,2400
2026-07,올투게더나우,올투게더나우 코지 무릎 보호대 2p 1set,"올투게더나우 코지 무릎 보호대 2p 1set, L, 1세트",29800,2,2,9600
2026-07,올투게더나우,올투게더나우 코지 무릎 보호대 2p 1set,"올투게더나우 코지 무릎 보호대 2p 1set, M, 1세트",29800,2,2,9600
2026-07,올투게더나우,올투게더나우 코지 무릎 보호대 2p 1set,"올투게더나우 코지 무릎 보호대 2p 1set, XL, 1세트",14900,1,1,4800
2026-07,올투게더나우,올투게더나우 테이핑 발목 보호대 아대 1p,"올투게더나우 테이핑 발목 보호대 아대 1p, 1개",6170,1,1,2700
2026-07,올투게더나우,올투게더나우 테이핑 발목 보호대 아대 1p,"올투게더나우 테이핑 발목 보호대 아대 1p, M(225~250), 1개",6170,1,1,2700
2026-07,올투게더나우,올투게더나우 허리보호대 복대,"올투게더나우 허리보호대 복대, L, 1개",613800,26,31,232500
2026-07,올투게더나우,올투게더나우 허리보호대 복대,"올투게더나우 허리보호대 복대, M, 1개",297000,15,15,112500
2026-07,올투게더나우,올투게더나우 허리보호대 복대,"올투게더나우 허리보호대 복대, XL, 1개",653400,25,33,247500
2026-08,올투게더나우,물리치료사가 추천하는 1+1 요가링 종아리링 릴렉스링 엠보링,"물리치료사가 추천하는 1+1 요가링 종아리링 릴렉스링 엠보링, free, 엠보스라임, 1개",9800,1,1,0
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 4세대 영자 무릎보호대 아대 블랙,"물리치료사가 판매하는 올투게더나우 4세대 영자 무릎보호대 아대 블랙, M, 2개",1120500,43,45,180000
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 4세대 영자 무릎보호대 아대 블랙,"물리치료사가 판매하는 올투게더나우 4세대 영자 무릎보호대 아대 블랙, XL, 1개",74500,5,5,10000
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 1개, L",49600,4,4,13600
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 1개, S",49600,4,4,13600
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 2개, L",19800,1,1,6800
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 2개, S",19800,1,1,6800
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 목해먹 넥해먹,"물리치료사가 판매하는 올투게더나우 목해먹 넥해먹, 1개, 상세페이지 참조",19490,1,1,0
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 손목보호대,"물리치료사가 판매하는 올투게더나우 손목보호대, 오른손 L, 1개, L",19600,2,2,0
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 손목보호대,"물리치료사가 판매하는 올투게더나우 손목보호대, 왼손 L, 1개, L",9800,1,1,0
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 실리콘 손목 보호대,"물리치료사가 판매하는 올투게더나우 실리콘 손목 보호대, 1개",66600,8,9,21600
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대,"물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대, 블랙, 1개, 385*160mm",124200,7,8,22400
2026-08,올투게더나우,물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대,"물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대, 블루, 1개, 385*160mm",37200,3,3,8400
2026-08,올투게더나우,올투게더나우 4세대 영자 무릎보호대 아대,"올투게더나우 4세대 영자 무릎보호대 아대, L, 1개",89400,5,6,12000
